gender,pace_5k_sec,time_5k_sec,finish_time_sec,age
1,336.0,1680.0,7538,24.0
0,354.0,1769.0,7538,45.0
0,357.0,1786.0,7538,43.0
0,357.0,1786.0,7539,40.0
1,337.0,1685.0,7539,32.0
1,330.0,1652.0,7540,40.0
0,365.0,1826.0,7540,46.0
1,335.0,1674.0,7540,43.0
1,354.0,1768.0,7540,30.0
1,313.0,1566.0,7540,34.5
1,312.0,1561.0,7540,53.0
0,342.0,1710.0,7540,41.0
1,348.0,1738.0,7541,44.0
1,342.0,1710.0,7541,42.0
1,367.0,1837.0,7542,24.0
1,329.0,1645.0,7542,50.0
1,329.0,1647.0,7542,32.0
1,328.0,1639.0,7543,30.0
0,351.0,1757.0,7544,32.0
0,343.0,1715.0,7545,51.0
0,341.0,1703.0,7546,44.5
1,337.0,1683.0,7546,37.0
0,326.0,1628.0,7546,52.0
1,336.0,1679.0,7547,62.0
1,325.0,1623.0,7548,38.0
1,313.0,1564.0,7548,34.5
1,335.0,1676.0,7548,53.0
1,324.0,1618.0,7548,43.0
0,336.0,1682.0,7549,34.0
1,352.0,1759.0,7549,29.0
0,351.0,1753.0,7549,26.0
0,345.0,1727.0,7550,31.0
0,345.0,1725.0,7551,21.0
1,375.0,1876.0,7551,37.0
0,345.0,1724.0,7552,34.5
0,369.0,1846.0,7553,43.0
1,337.0,1685.0,7554,40.0
1,346.0,1732.0,7554,57.0
1,379.0,1895.0,7554,25.0
1,338.0,1689.0,7555,66.0
0,336.0,1678.0,7555,32.0
1,333.0,1664.0,7556,47.0
1,344.0,1721.0,7556,34.0
1,337.0,1684.0,7557,67.0
0,364.0,1819.0,7557,32.0
1,334.0,1671.0,7557,40.0
1,350.0,1750.0,7557,24.5
1,325.0,1625.0,7558,31.0
1,336.0,1682.0,7558,24.0
1,364.0,1821.0,7559,29.0
0,334.0,1669.0,7559,47.0
1,313.0,1563.0,7559,54.0
0,337.0,1685.0,7560,24.0
1,349.0,1747.0,7560,69.0
0,335.0,1673.0,7560,57.0
0,335.0,1675.0,7561,31.0
1,355.0,1773.0,7561,65.0
1,383.0,1915.0,7561,24.0
1,326.0,1629.0,7561,41.0
1,363.0,1817.0,7562,69.0
1,360.0,1798.0,7562,40.0
1,324.0,1619.0,7562,27.0
0,317.0,1583.0,7563,29.0
1,346.0,1728.0,7563,42.0
1,339.0,1697.0,7563,31.0
0,373.0,1865.0,7564,24.0
1,363.0,1814.0,7564,49.0
0,337.0,1683.0,7564,46.0
0,364.0,1819.0,7565,34.0
1,364.0,1818.0,7565,40.0
0,345.0,1723.0,7566,35.0
1,348.0,1740.0,7567,40.0
1,327.0,1635.0,7568,27.0
1,342.0,1709.0,7568,55.0
1,333.0,1664.0,7569,39.0
1,349.0,1747.0,7570,37.0
1,370.0,1850.0,7570,39.0
1,372.0,1858.0,7570,26.0
1,330.0,1652.0,7570,50.0
1,345.0,1723.0,7571,50.0
1,315.0,1576.0,7573,49.0
0,322.0,1612.0,7574,55.0
0,367.0,1833.0,7574,23.0
0,335.0,1675.0,7574,35.0
0,351.0,1754.0,7574,45.0
1,350.0,1749.0,7575,32.0
1,332.0,1660.0,7575,45.0
1,343.0,1714.0,7575,42.0
0,331.0,1654.0,7577,45.0
1,330.0,1652.0,7577,47.0
0,356.0,1779.0,7578,25.0
1,346.0,1728.0,7579,56.0
1,323.0,1616.0,7579,34.0
1,343.0,1713.0,7579,47.0
0,360.0,1799.0,7580,52.0
1,341.0,1703.0,7580,56.0
1,331.0,1656.0,7580,28.0
1,344.0,1722.0,7580,46.0
1,325.0,1623.0,7580,38.0
1,340.0,1702.0,7581,45.0
1,337.0,1683.0,7581,62.0
0,332.0,1661.0,7582,28.0
1,342.0,1712.0,7583,63.0
0,345.0,1724.0,7583,48.0
1,331.0,1657.0,7583,42.0
1,322.0,1610.0,7583,42.0
0,362.0,1810.0,7584,34.0
0,334.0,1668.0,7584,41.0
1,345.0,1725.0,7584,43.0
1,349.0,1747.0,7585,66.0
1,358.0,1789.0,7586,34.0
0,360.0,1798.0,7586,31.0
1,331.0,1656.0,7586,30.0
1,338.0,1688.0,7586,29.0
1,322.0,1608.0,7587,23.0
1,333.0,1665.0,7587,42.0
0,374.0,1868.0,7587,40.0
0,360.0,1799.0,7587,26.0
1,324.0,1618.0,7588,44.0
1,338.0,1691.0,7589,37.0
1,335.0,1674.0,7589,38.0
1,326.0,1630.0,7590,34.0
0,331.0,1655.0,7591,29.0
0,344.0,1718.0,7591,30.0
1,360.0,1800.0,7592,41.0
1,327.0,1635.0,7592,23.0
0,352.0,1762.0,7592,38.0
1,355.0,1777.0,7592,45.0
0,327.0,1633.0,7592,23.0
0,346.0,1729.0,7593,43.0
1,353.0,1765.0,7595,46.0
0,348.0,1738.0,7595,50.0
0,353.0,1767.0,7595,44.0
1,346.0,1730.0,7595,34.0
1,333.0,1665.0,7595,39.0
0,352.0,1760.0,7595,30.0
0,337.0,1687.0,7596,32.0
1,371.0,1857.0,7597,43.0
0,342.0,1712.0,7597,43.0
1,356.0,1781.0,7597,36.0
0,342.0,1710.0,7597,48.0
1,345.0,1725.0,7598,19.0
0,361.0,1806.0,7598,46.0
0,343.0,1713.0,7598,43.0
1,339.0,1697.0,7598,30.0
0,352.0,1762.0,7599,38.0
0,344.0,1719.0,7599,40.0
0,329.0,1644.0,7599,47.0
0,343.0,1714.0,7600,43.0
1,354.0,1772.0,7600,55.0
1,339.0,1694.0,7601,63.0
1,331.0,1656.0,7602,33.0
1,352.0,1761.0,7605,49.0
0,329.0,1646.0,7606,39.0
1,371.0,1854.0,7606,25.0
1,343.0,1715.0,7607,39.0
1,344.0,1720.0,7607,49.0
1,325.0,1623.0,7608,35.0
0,316.0,1581.0,7609,34.0
0,309.0,1547.0,7609,28.0
1,369.0,1845.0,7610,31.0
0,340.0,1700.0,7611,37.0
1,321.0,1604.0,7612,30.0
1,340.0,1699.0,7612,40.0
1,314.0,1570.0,7612,50.0
0,331.0,1657.0,7613,46.0
1,351.0,1755.0,7613,41.0
1,346.0,1729.0,7614,35.0
1,338.0,1688.0,7614,44.0
1,349.0,1747.0,7615,40.0
0,,,7615,39.0
0,345.0,1724.0,7617,51.0
0,330.0,1652.0,7617,39.0
0,353.0,1766.0,7617,33.0
1,364.0,1821.0,7618,25.0
0,352.0,1760.0,7618,43.0
1,331.0,1655.0,7618,44.0
1,338.0,1688.0,7618,45.0
1,360.0,1801.0,7619,38.0
0,362.0,1810.0,7620,47.0
0,367.0,1833.0,7621,32.0
0,325.0,1623.0,7622,51.0
0,346.0,1730.0,7623,36.0
0,361.0,1806.0,7623,36.0
1,346.0,1731.0,7623,48.0
1,361.0,1805.0,7623,44.0
0,361.0,1804.0,7623,24.0
1,337.0,1686.0,7623,56.0
0,340.0,1698.0,7624,33.0
1,325.0,1623.0,7624,44.0
0,347.0,1736.0,7624,45.0
1,348.0,1741.0,7625,48.0
1,357.0,1786.0,7626,47.0
1,337.0,1685.0,7626,31.0
1,340.0,1701.0,7627,44.0
1,350.0,1752.0,7628,73.0
1,354.0,1768.0,7628,26.0
0,367.0,1833.0,7628,35.0
1,354.0,1772.0,7629,57.0
1,353.0,1763.0,7629,71.0
0,340.0,1700.0,7629,34.0
0,342.0,1710.0,7629,35.0
0,355.0,1774.0,7630,43.0
1,344.0,1720.0,7630,36.0
0,333.0,1663.0,7631,52.0
1,355.0,1775.0,7631,44.0
0,334.0,1671.0,7632,50.0
1,328.0,1640.0,7632,22.0
1,352.0,1759.0,7632,45.0
1,339.0,1694.0,7632,39.0
0,350.0,1750.0,7632,30.0
1,339.0,1693.0,7633,26.0
1,332.0,1661.0,7634,53.0
1,330.0,1652.0,7634,43.0
1,352.0,1761.0,7634,19.0
0,339.0,1696.0,7635,46.0
1,341.0,1704.0,7635,47.0
1,351.0,1753.0,7637,26.0
1,339.0,1693.0,7638,61.0
1,327.0,1633.0,7638,63.0
1,322.0,1608.0,7639,28.0
0,332.0,1660.0,7639,40.0
1,308.0,1541.0,7640,44.0
1,344.0,1719.0,7640,38.0
1,350.0,1749.0,7641,28.0
1,343.0,1713.0,7641,48.0
1,340.0,1698.0,7642,32.0
1,337.0,1684.0,7643,40.0
1,362.0,1810.0,7643,37.0
1,342.0,1709.0,7643,44.0
1,330.0,1650.0,7643,26.0
1,355.0,1774.0,7644,37.0
1,356.0,1778.0,7644,55.0
1,313.0,1564.0,7645,45.0
1,334.0,1672.0,7646,48.0
0,347.0,1737.0,7647,28.0
1,330.0,1652.0,7647,34.0
1,336.0,1678.0,7648,44.0
1,355.0,1775.0,7648,43.0
0,334.0,1672.0,7649,35.0
1,332.0,1659.0,7650,66.0
1,340.0,1699.0,7651,37.0
0,349.0,1743.0,7651,52.0
1,348.0,1739.0,7651,41.0
0,350.0,1748.0,7652,46.0
0,334.0,1670.0,7652,42.0
0,350.0,1749.0,7653,44.0
1,337.0,1685.0,7654,30.0
1,327.0,1635.0,7654,37.0
0,344.0,1722.0,7654,29.0
1,315.0,1573.0,7654,49.0
1,327.0,1636.0,7655,35.0
0,354.0,1768.0,7655,50.0
0,342.0,1711.0,7656,19.0
1,352.0,1758.0,7656,33.0
1,354.0,1768.0,7657,52.0
0,329.0,1647.0,7657,33.0
0,330.0,1648.0,7657,33.0
1,335.0,1675.0,7657,41.0
1,337.0,1683.0,7658,29.0
0,329.0,1644.0,7658,33.0
1,348.0,1741.0,7658,42.0
0,345.0,1724.0,7659,34.5
0,362.0,1811.0,7660,31.0
1,361.0,1805.0,7660,37.0
0,326.0,1631.0,7660,30.0
1,331.0,1657.0,7660,25.0
0,353.0,1764.0,7660,34.5
1,371.0,1855.0,7661,62.0
0,371.0,1857.0,7662,62.0
0,349.0,1745.0,7662,53.0
1,371.0,1855.0,7662,55.0
0,351.0,1755.0,7663,44.0
1,335.0,1673.0,7663,29.0
0,374.0,1872.0,7664,41.0
1,313.0,1564.0,7664,31.0
0,357.0,1783.0,7665,29.0
1,345.0,1724.0,7665,48.0
1,357.0,1784.0,7666,29.0
1,355.0,1777.0,7666,57.0
0,348.0,1739.0,7666,43.0
1,347.0,1735.0,7666,50.0
1,355.0,1773.0,7667,43.0
1,356.0,1778.0,7667,54.0
1,346.0,1732.0,7667,46.0
0,347.0,1736.0,7667,31.0
1,338.0,1692.0,7668,34.5
1,345.0,1726.0,7668,49.0
1,321.0,1605.0,7668,23.0
1,328.0,1638.0,7669,47.0
0,339.0,1694.0,7669,49.0
1,335.0,1675.0,7669,42.0
0,358.0,1788.0,7670,22.0
1,347.0,1736.0,7670,42.0
0,358.0,1790.0,7670,22.0
1,336.0,1682.0,7671,28.0
1,332.0,1660.0,7671,42.0
0,367.0,1833.0,7672,47.0
1,369.0,1845.0,7672,42.0
0,334.0,1672.0,7672,47.0
0,370.0,1850.0,7672,26.0
0,335.0,1673.0,7673,20.0
0,353.0,1765.0,7673,32.0
1,304.0,1518.0,7673,38.0
1,334.0,1671.0,7675,22.0
0,359.0,1796.0,7675,31.0
1,344.0,1719.0,7676,36.0
1,334.0,1672.0,7676,39.0
0,348.0,1742.0,7676,43.0
0,354.0,1771.0,7677,39.0
0,355.0,1775.0,7677,44.0
1,334.0,1670.0,7678,45.0
1,328.0,1639.0,7678,44.5
1,348.0,1740.0,7679,38.0
0,356.0,1781.0,7679,44.0
1,331.0,1656.0,7679,49.0
1,349.0,1743.0,7680,43.0
1,366.0,1830.0,7680,50.0
1,362.0,1809.0,7680,44.5
1,341.0,1707.0,7681,30.0
1,347.0,1734.0,7681,34.0
1,358.0,1791.0,7681,44.0
1,340.0,1698.0,7681,37.0
1,347.0,1736.0,7682,49.0
0,326.0,1629.0,7684,24.0
0,358.0,1788.0,7684,38.0
1,306.0,1528.0,7685,27.0
0,349.0,1746.0,7685,33.0
0,316.0,1580.0,7687,37.0
0,324.0,1622.0,7687,30.0
1,353.0,1765.0,7688,48.0
1,369.0,1843.0,7688,44.0
1,350.0,1748.0,7688,49.0
1,325.0,1624.0,7688,29.0
1,324.0,1622.0,7689,34.5
1,321.0,1606.0,7689,39.0
1,362.0,1808.0,7689,42.0
1,358.0,1788.0,7690,42.0
1,362.0,1811.0,7691,42.0
1,352.0,1761.0,7692,48.0
0,353.0,1765.0,7692,47.0
1,361.0,1807.0,7693,49.0
1,338.0,1691.0,7693,63.0
1,353.0,1763.0,7693,59.0
1,353.0,1765.0,7694,49.0
0,368.0,1841.0,7694,43.0
1,337.0,1684.0,7694,35.0
1,340.0,1700.0,7694,37.0
1,330.0,1650.0,7694,44.5
1,354.0,1770.0,7694,36.0
1,363.0,1816.0,7695,35.0
1,330.0,1650.0,7695,45.0
0,339.0,1695.0,7696,48.0
0,353.0,1764.0,7696,47.0
1,321.0,1605.0,7696,23.0
0,355.0,1776.0,7697,26.0
1,369.0,1843.0,7697,45.0
1,364.0,1821.0,7698,51.0
1,354.0,1772.0,7698,34.5
1,357.0,1783.0,7698,42.0
1,354.0,1772.0,7698,38.0
1,329.0,1646.0,7699,45.0
1,340.0,1698.0,7700,51.0
1,347.0,1733.0,7700,40.0
0,372.0,1859.0,7700,40.0
1,322.0,1611.0,7700,46.0
0,335.0,1676.0,7701,34.0
1,311.0,1555.0,7701,33.0
1,341.0,1703.0,7701,45.0
0,350.0,1750.0,7702,36.0
0,352.0,1759.0,7702,43.0
1,339.0,1696.0,7702,44.5
1,356.0,1780.0,7702,28.0
1,362.0,1811.0,7702,41.0
1,338.0,1689.0,7703,30.0
0,340.0,1698.0,7703,44.5
0,349.0,1743.0,7703,53.0
1,330.0,1650.0,7704,31.0
1,336.0,1680.0,7705,38.0
1,368.0,1842.0,7705,37.0
0,343.0,1713.0,7705,21.0
1,362.0,1812.0,7706,44.0
1,352.0,1759.0,7707,38.0
1,356.0,1779.0,7709,28.0
1,283.0,1413.0,7709,44.0
0,321.0,1603.0,7709,47.0
1,392.0,1961.0,7710,53.0
0,358.0,1792.0,7710,54.0
1,349.0,1746.0,7711,67.0
1,366.0,1828.0,7711,44.0
1,341.0,1705.0,7711,30.0
1,349.0,1743.0,7712,41.0
0,372.0,1858.0,7712,34.0
1,335.0,1676.0,7713,43.0
1,344.0,1720.0,7714,54.0
1,328.0,1638.0,7714,28.0
1,348.0,1738.0,7714,41.0
0,355.0,1774.0,7714,52.0
1,352.0,1761.0,7715,50.0
1,337.0,1687.0,7715,59.0
1,335.0,1675.0,7715,39.0
1,343.0,1716.0,7715,50.0
0,358.0,1788.0,7717,30.0
1,328.0,1640.0,7717,45.0
1,371.0,1857.0,7717,29.0
1,357.0,1783.0,7717,30.0
0,338.0,1692.0,7718,38.0
1,319.0,1597.0,7719,41.0
1,382.0,1909.0,7719,39.0
1,340.0,1698.0,7720,49.0
1,355.0,1774.0,7720,34.0
1,347.0,1734.0,7720,36.0
1,347.0,1736.0,7721,43.0
1,354.0,1771.0,7721,56.0
0,360.0,1799.0,7722,50.0
1,342.0,1709.0,7722,61.0
1,322.0,1609.0,7723,29.0
1,355.0,1777.0,7724,55.0
1,364.0,1820.0,7725,38.0
1,368.0,1838.0,7725,63.0
1,361.0,1803.0,7725,33.0
1,351.0,1753.0,7726,22.0
1,354.0,1769.0,7727,37.0
1,321.0,1606.0,7728,26.0
1,365.0,1827.0,7729,66.0
0,353.0,1767.0,7729,49.0
1,322.0,1608.0,7730,33.0
0,339.0,1693.0,7730,43.0
0,355.0,1776.0,7730,25.0
1,342.0,1709.0,7731,42.0
1,355.0,1774.0,7731,38.0
1,354.0,1769.0,7731,50.0
1,352.0,1761.0,7732,35.0
0,339.0,1693.0,7732,37.0
1,351.0,1756.0,7732,39.0
1,340.0,1702.0,7733,46.0
0,369.0,1846.0,7733,41.0
1,339.0,1695.0,7733,43.0
0,358.0,1791.0,7734,49.0
1,373.0,1866.0,7734,40.0
0,365.0,1824.0,7735,43.0
1,365.0,1824.0,7735,45.0
1,307.0,1536.0,7735,39.0
0,359.0,1793.0,7735,58.0
1,348.0,1741.0,7735,36.0
1,349.0,1743.0,7735,46.0
1,339.0,1693.0,7736,29.0
0,341.0,1705.0,7736,51.0
1,346.0,1729.0,7737,29.0
1,333.0,1664.0,7737,38.0
1,337.0,1683.0,7737,43.0
0,357.0,1783.0,7737,33.0
1,348.0,1742.0,7738,60.0
1,323.0,1614.0,7738,29.0
1,336.0,1680.0,7738,44.0
1,348.0,1740.0,7739,32.0
1,342.0,1708.0,7739,38.0
1,372.0,1859.0,7739,34.0
0,329.0,1644.0,7739,27.0
0,351.0,1753.0,7740,44.0
0,340.0,1701.0,7740,43.0
1,345.0,1725.0,7741,30.0
0,343.0,1714.0,7742,39.0
1,343.0,1713.0,7744,32.0
1,328.0,1639.0,7745,45.0
0,334.0,1670.0,7745,46.0
0,361.0,1807.0,7747,22.0
0,327.0,1634.0,7747,36.0
1,324.0,1620.0,7748,48.0
1,321.0,1607.0,7748,35.0
1,351.0,1754.0,7749,37.0
1,315.0,1573.0,7749,39.0
0,369.0,1845.0,7749,36.0
1,337.0,1684.0,7750,34.0
1,317.0,1586.0,7751,38.0
0,362.0,1811.0,7751,29.0
0,354.0,1771.0,7752,35.0
0,321.0,1605.0,7752,44.0
1,334.0,1670.0,7753,30.0
0,356.0,1778.0,7753,47.0
1,343.0,1717.0,7753,54.0
1,347.0,1734.0,7754,41.0
0,369.0,1847.0,7754,35.0
0,357.0,1787.0,7756,41.0
0,362.0,1812.0,7756,44.0
1,335.0,1676.0,7756,35.0
0,339.0,1697.0,7756,26.0
1,326.0,1628.0,7757,33.0
0,346.0,1730.0,7757,39.0
1,355.0,1774.0,7758,44.0
1,354.0,1771.0,7759,47.0
0,349.0,1746.0,7759,44.0
0,368.0,1839.0,7759,35.0
1,352.0,1762.0,7760,33.0
1,357.0,1786.0,7760,45.0
0,373.0,1865.0,7761,44.0
0,356.0,1780.0,7761,32.0
1,321.0,1607.0,7761,32.0
1,368.0,1839.0,7761,33.0
0,346.0,1728.0,7762,43.0
1,362.0,1812.0,7762,73.0
1,332.0,1662.0,7762,35.0
1,327.0,1636.0,7763,41.0
1,342.0,1710.0,7763,34.5
0,369.0,1844.0,7764,32.0
1,329.0,1647.0,7765,33.0
1,337.0,1687.0,7766,37.0
1,324.0,1621.0,7766,41.0
1,353.0,1765.0,7767,37.0
0,368.0,1841.0,7767,22.0
1,345.0,1724.0,7769,28.0
0,345.0,1726.0,7770,25.0
1,328.0,1640.0,7770,35.0
1,330.0,1649.0,7770,47.0
0,352.0,1761.0,7771,33.0
0,355.0,1777.0,7771,32.0
1,350.0,1752.0,7771,32.0
0,356.0,1782.0,7771,28.0
1,355.0,1773.0,7772,29.0
1,355.0,1777.0,7772,31.0
1,361.0,1805.0,7772,45.0
1,339.0,1696.0,7773,40.0
0,365.0,1823.0,7773,31.0
0,366.0,1831.0,7774,45.0
1,334.0,1669.0,7774,41.0
1,358.0,1788.0,7775,51.0
0,332.0,1661.0,7775,28.0
0,336.0,1678.0,7775,37.0
1,354.0,1772.0,7776,48.0
1,336.0,1680.0,7776,42.0
0,334.0,1668.0,7776,30.0
0,336.0,1680.0,7777,40.0
1,349.0,1744.0,7778,52.0
1,329.0,1644.0,7778,49.0
1,340.0,1698.0,7779,47.0
0,342.0,1709.0,7779,34.0
0,344.0,1722.0,7779,44.0
0,323.0,1614.0,7779,26.0
1,357.0,1783.0,7780,39.0
1,334.0,1672.0,7780,25.0
0,352.0,1758.0,7780,55.0
1,353.0,1766.0,7781,39.0
1,358.0,1792.0,7781,42.0
1,348.0,1741.0,7782,37.0
0,355.0,1777.0,7782,50.0
1,363.0,1817.0,7783,37.0
0,333.0,1664.0,7783,32.0
1,358.0,1791.0,7783,33.0
1,356.0,1778.0,7783,51.0
1,365.0,1825.0,7784,33.0
1,334.0,1671.0,7784,23.0
1,360.0,1799.0,7785,44.0
0,367.0,1834.0,7785,49.0
0,346.0,1730.0,7786,32.0
1,353.0,1767.0,7787,40.0
1,383.0,1913.0,7787,24.0
1,383.0,1914.0,7787,25.0
1,324.0,1619.0,7787,61.0
1,350.0,1750.0,7787,34.0
1,338.0,1688.0,7789,61.0
1,337.0,1685.0,7789,51.0
1,336.0,1681.0,7790,51.0
0,362.0,1810.0,7790,38.0
0,381.0,1905.0,7790,36.0
0,370.0,1848.0,7791,26.0
1,313.0,1564.0,7791,23.0
0,340.0,1700.0,7791,50.0
1,362.0,1810.0,7791,49.0
0,366.0,1831.0,7791,33.0
0,361.0,1803.0,7792,30.0
1,359.0,1794.0,7792,44.0
1,342.0,1710.0,7793,27.0
1,327.0,1636.0,7794,36.0
1,351.0,1754.0,7794,34.5
1,323.0,1617.0,7794,40.0
0,373.0,1864.0,7795,38.0
1,332.0,1661.0,7796,50.0
1,348.0,1739.0,7796,37.0
1,337.0,1685.0,7797,62.0
1,366.0,1830.0,7797,45.0
1,351.0,1755.0,7798,43.0
1,295.0,1476.0,7798,24.5
0,332.0,1658.0,7798,51.0
1,336.0,1681.0,7799,38.0
1,343.0,1715.0,7799,38.0
0,331.0,1653.0,7799,52.0
0,349.0,1747.0,7800,31.0
1,355.0,1776.0,7800,37.0
0,355.0,1774.0,7801,38.0
1,339.0,1697.0,7802,61.0
1,351.0,1755.0,7802,52.0
1,340.0,1701.0,7802,55.0
1,329.0,1643.0,7803,58.0
1,300.0,1499.0,7803,22.0
1,355.0,1775.0,7803,47.0
1,293.0,1466.0,7804,27.0
0,354.0,1768.0,7804,40.0
1,293.0,1467.0,7804,26.0
0,354.0,1771.0,7804,51.0
1,363.0,1813.0,7805,39.0
0,340.0,1699.0,7805,27.0
0,349.0,1746.0,7805,28.0
0,350.0,1751.0,7805,42.0
1,334.0,1672.0,7807,59.0
1,355.0,1777.0,7807,29.0
1,365.0,1823.0,7808,32.0
1,318.0,1590.0,7808,33.0
1,363.0,1817.0,7809,42.0
0,368.0,1840.0,7809,60.0
1,336.0,1682.0,7809,23.0
1,353.0,1765.0,7809,42.0
1,340.0,1700.0,7810,33.0
1,295.0,1477.0,7810,52.0
1,340.0,1701.0,7810,30.0
1,347.0,1737.0,7810,55.0
1,342.0,1712.0,7811,27.0
0,348.0,1741.0,7811,34.0
1,364.0,1822.0,7812,27.0
0,361.0,1803.0,7812,41.0
1,367.0,1835.0,7812,37.0
1,333.0,1663.0,7813,26.0
1,365.0,1827.0,7813,35.0
1,329.0,1644.0,7815,21.0
1,352.0,1761.0,7815,32.0
0,353.0,1764.0,7815,38.0
0,350.0,1751.0,7816,33.0
1,361.0,1803.0,7816,38.0
0,353.0,1767.0,7816,49.0
1,347.0,1734.0,7818,58.0
1,354.0,1770.0,7818,53.0
1,362.0,1812.0,7818,51.0
1,359.0,1795.0,7820,47.0
1,339.0,1693.0,7820,24.0
1,346.0,1731.0,7821,40.0
1,368.0,1838.0,7821,44.0
1,370.0,1848.0,7822,38.0
0,369.0,1845.0,7822,33.0
0,354.0,1771.0,7822,48.0
0,355.0,1777.0,7823,41.0
0,352.0,1761.0,7823,52.0
0,368.0,1838.0,7823,35.0
1,332.0,1661.0,7823,62.0
0,365.0,1824.0,7823,32.0
1,313.0,1565.0,7824,34.0
1,361.0,1805.0,7825,46.0
1,356.0,1779.0,7825,36.0
0,340.0,1699.0,7825,39.0
0,371.0,1857.0,7825,25.0
0,361.0,1803.0,7825,47.0
0,342.0,1709.0,7826,49.0
1,349.0,1746.0,7827,68.0
1,353.0,1766.0,7828,34.0
0,361.0,1807.0,7828,39.0
1,342.0,1708.0,7829,45.0
0,344.0,1720.0,7829,35.0
1,356.0,1780.0,7829,44.0
0,345.0,1724.0,7830,42.0
1,363.0,1817.0,7830,38.0
1,372.0,1861.0,7830,25.0
1,321.0,1606.0,7830,42.0
0,342.0,1709.0,7831,43.0
1,327.0,1637.0,7831,34.0
1,352.0,1760.0,7832,56.0
1,369.0,1845.0,7833,44.0
0,362.0,1808.0,7834,28.0
1,329.0,1644.0,7834,56.0
1,361.0,1806.0,7834,30.0
0,339.0,1696.0,7836,42.0
0,338.0,1689.0,7836,34.5
0,361.0,1803.0,7838,33.0
0,350.0,1752.0,7838,36.0
1,338.0,1690.0,7838,33.0
1,357.0,1786.0,7839,34.0
1,351.0,1754.0,7839,40.0
1,385.0,1926.0,7839,52.0
0,360.0,1802.0,7839,35.0
1,342.0,1709.0,7839,32.0
1,343.0,1716.0,7840,46.0
1,350.0,1751.0,7840,46.0
1,357.0,1787.0,7841,31.0
1,325.0,1627.0,7842,36.0
1,399.0,1994.0,7842,26.0
0,368.0,1840.0,7842,24.0
1,370.0,1850.0,7844,39.0
1,326.0,1629.0,7845,38.0
0,355.0,1777.0,7845,42.0
1,361.0,1807.0,7846,44.0
1,271.0,1357.0,7846,25.0
0,367.0,1833.0,7847,25.0
0,356.0,1780.0,7848,42.0
0,340.0,1702.0,7850,35.0
1,345.0,1724.0,7850,22.0
1,329.0,1643.0,7850,44.0
1,344.0,1719.0,7851,28.0
1,357.0,1786.0,7851,48.0
1,354.0,1769.0,7852,40.0
0,365.0,1826.0,7853,43.0
1,350.0,1749.0,7854,33.0
0,357.0,1787.0,7854,42.0
0,341.0,1705.0,7854,32.0
1,362.0,1811.0,7855,37.0
1,392.0,1959.0,7856,22.0
0,376.0,1880.0,7856,43.0
0,331.0,1653.0,7857,39.0
1,362.0,1810.0,7857,33.0
1,369.0,1847.0,7858,26.0
1,384.0,1922.0,7858,40.0
1,351.0,1757.0,7858,51.0
1,360.0,1800.0,7859,45.0
0,358.0,1790.0,7859,43.0
1,349.0,1746.0,7860,49.0
0,361.0,1807.0,7862,38.0
0,333.0,1663.0,7862,43.0
1,345.0,1723.0,7863,35.0
0,342.0,1712.0,7863,40.0
1,324.0,1619.0,7865,43.0
0,361.0,1806.0,7865,45.0
1,359.0,1796.0,7866,45.0
0,347.0,1736.0,7867,44.0
1,314.0,1568.0,7867,37.0
1,343.0,1713.0,7867,32.0
1,355.0,1776.0,7868,37.0
1,361.0,1807.0,7869,62.0
1,366.0,1832.0,7869,27.0
1,350.0,1749.0,7869,47.0
0,351.0,1753.0,7870,46.0
1,369.0,1846.0,7870,38.0
0,398.0,1992.0,7871,27.0
0,379.0,1897.0,7871,35.0
0,358.0,1790.0,7872,22.0
0,338.0,1692.0,7873,34.0
1,342.0,1708.0,7873,50.0
0,361.0,1803.0,7874,46.0
0,342.0,1708.0,7876,24.5
1,323.0,1613.0,7876,40.0
1,358.0,1789.0,7877,41.0
0,366.0,1831.0,7877,32.0
1,356.0,1778.0,7877,31.0
0,369.0,1847.0,7878,32.0
0,355.0,1777.0,7879,31.0
1,316.0,1582.0,7879,23.0
1,338.0,1691.0,7879,52.0
1,366.0,1829.0,7879,43.0
1,330.0,1649.0,7881,35.0
0,354.0,1772.0,7881,29.0
1,328.0,1641.0,7881,38.0
1,359.0,1794.0,7882,39.0
0,351.0,1754.0,7882,36.0
1,348.0,1742.0,7882,40.0
1,380.0,1901.0,7882,38.0
0,358.0,1788.0,7882,34.0
1,329.0,1644.0,7883,45.0
0,353.0,1767.0,7883,21.0
0,366.0,1830.0,7883,41.0
1,311.0,1554.0,7884,43.0
0,351.0,1753.0,7884,29.0
0,358.0,1789.0,7886,28.0
1,345.0,1724.0,7887,20.0
1,359.0,1796.0,7887,48.0
0,343.0,1716.0,7888,56.0
1,345.0,1726.0,7888,58.0
0,361.0,1805.0,7890,52.0
1,344.0,1720.0,7890,59.0
0,344.0,1721.0,7891,43.0
0,346.0,1728.0,7892,45.0
1,341.0,1706.0,7892,32.0
0,401.0,2003.0,7892,40.0
0,359.0,1796.0,7892,37.0
0,355.0,1775.0,7893,48.0
0,341.0,1705.0,7893,41.0
1,353.0,1763.0,7893,32.0
1,362.0,1808.0,7893,53.0
1,338.0,1690.0,7894,68.0
1,325.0,1626.0,7894,25.0
1,362.0,1811.0,7894,46.0
1,351.0,1754.0,7897,22.0
